2025/04/03 04:05:24,2025-04-03,04:05:24,87,72
2025/04/03 04:10:24,2025-04-03,04:10:24,86,78
2025/04/03 04:15:23,2025-04-03,04:15:23,83,79
2025/04/03 04:20:24,2025-04-03,04:20:24,85,72
2025/04/03 04:25:24,2025-04-03,04:25:24,84,74
2025/04/03 04:32:25,2025-04-03,04:32:25,72,69
2025/04/03 04:35:24,2025-04-03,04:35:24,81,61
2025/04/03 04:40:24,2025-04-03,04:40:24,69,63
2025/04/03 04:45:24,2025-04-03,04:45:24,71,74
2025/04/03 04:50:23,2025-04-03,04:50:23,59,68
2025/04/03 04:55:24,2025-04-03,04:55:24,83,70
2025/04/03 05:02:25,2025-04-03,05:02:25,86,72
2025/04/03 05:05:25,2025-04-03,05:05:25,83,68
2025/04/03 05:10:24,2025-04-03,05:10:24,86,72
2025/04/03 05:15:24,2025-04-03,05:15:24,86,76
2025/04/03 05:20:28,2025-04-03,05:20:28,3,2
2025/04/03 05:25:24,2025-04-03,05:25:24,92,74
2025/04/03 05:32:25,2025-04-03,05:32:25,86,75
2025/04/03 05:35:27,2025-04-03,05:35:27,8,2
2025/04/03 05:40:24,2025-04-03,05:40:24,82,72
2025/04/03 05:45:24,2025-04-03,05:45:24,85,75
2025/04/03 05:50:26,2025-04-03,05:50:26,6,2
2025/04/03 05:55:24,2025-04-03,05:55:24,67,71
2025/04/03 06:02:25,2025-04-03,06:02:25,80,71
2025/04/03 06:05:24,2025-04-03,06:05:24,82,70
2025/04/03 06:10:25,2025-04-03,06:10:25,76,62
2025/04/03 06:15:23,2025-04-03,06:15:23,82,72
2025/04/03 06:20:24,2025-04-03,06:20:24,78,69
2025/04/03 06:25:24,2025-04-03,06:25:24,79,66
2025/04/03 06:32:26,2025-04-03,06:32:26,81,66
2025/04/03 06:35:37,2025-04-03,06:35:37,55,63
2025/04/03 06:40:35,2025-04-03,06:40:35,85,62
2025/04/03 06:45:24,2025-04-03,06:45:24,62,57
2025/04/03 06:50:27,2025-04-03,06:50:27,58,24
2025/04/03 06:55:24,2025-04-03,06:55:24,90,68
2025/04/03 07:02:37,2025-04-03,07:02:37,90,63
2025/04/03 07:05:24,2025-04-03,07:05:24,88,54
2025/04/03 07:10:35,2025-04-03,07:10:35,72,46
2025/04/03 07:15:26,2025-04-03,07:15:26,79,7
2025/04/03 07:20:35,2025-04-03,07:20:35,1,15
2025/04/03 07:25:51,2025-04-03,07:25:51,9,6
2025/04/03 07:33:13,2025-04-03,07:33:13,9,6
2025/04/03 07:35:53,2025-04-03,07:35:53,11,6
2025/04/03 07:40:32,2025-04-03,07:40:32,2,4
2025/04/03 07:45:25,2025-04-03,07:45:25,73,46
2025/04/03 07:50:31,2025-04-03,07:50:31,39,13
2025/04/03 07:55:58,2025-04-03,07:55:58,16,6
2025/04/03 08:00:55,2025-04-03,08:00:55,0,0
2025/04/03 08:05:55,2025-04-03,08:05:55,5,10
2025/04/03 08:10:39,2025-04-03,08:10:39,10,2
2025/04/03 08:18:06,2025-04-03,08:18:06,11,3
2025/04/03 08:20:32,2025-04-03,08:20:32,3,20
2025/04/03 08:25:32,2025-04-03,08:25:32,0,0
2025/04/03 08:31:10,2025-04-03,08:31:10,5,3
2025/04/03 08:38:00,2025-04-03,08:38:00,8,5
2025/04/03 08:40:32,2025-04-03,08:40:32,6,10
2025/04/03 08:46:05,2025-04-03,08:46:05,17,5
2025/04/03 08:50:39,2025-04-03,08:50:39,11,3
2025/04/03 08:55:43,2025-04-03,08:55:43,3,5
2025/04/03 09:03:08,2025-04-03,09:03:08,5,5
2025/04/03 09:05:43,2025-04-03,09:05:43,4,3
2025/04/03 09:10:32,2025-04-03,09:10:32,2,3
2025/04/03 09:15:35,2025-04-03,09:15:35,2,10
2025/04/03 09:20:55,2025-04-03,09:20:55,5,4
2025/04/03 09:25:51,2025-04-03,09:25:51,4,5
2025/04/03 09:33:07,2025-04-03,09:33:07,3,1
2025/04/03 09:37:53,2025-04-03,09:37:53,1,3
2025/04/03 09:42:46,2025-04-03,09:42:46,7,6
2025/04/03 09:45:43,2025-04-03,09:45:43,4,3
2025/04/03 09:50:32,2025-04-03,09:50:32,5,4
2025/04/03 09:55:42,2025-04-03,09:55:42,11,6
2025/04/03 10:02:51,2025-04-03,10:02:51,5,14
2025/04/03 10:05:45,2025-04-03,10:05:45,4,2
2025/04/03 10:10:54,2025-04-03,10:10:54,11,9
2025/04/03 10:15:51,2025-04-03,10:15:51,5,3
2025/04/03 10:20:53,2025-04-03,10:20:53,3,1
2025/04/03 10:25:42,2025-04-03,10:25:42,9,4
2025/04/03 10:32:32,2025-04-03,10:32:32,6,4
2025/04/03 10:35:40,2025-04-03,10:35:40,10,4
2025/04/03 10:40:45,2025-04-03,10:40:45,10,1
2025/04/03 10:46:03,2025-04-03,10:46:03,2,1
2025/04/03 10:51:23,2025-04-03,10:51:23,1,1
2025/04/03 10:55:59,2025-04-03,10:55:59,2,2
2025/04/03 11:00:58,2025-04-03,11:00:58,5,7
2025/04/03 11:05:36,2025-04-03,11:05:36,8,9
2025/04/03 11:10:36,2025-04-03,11:10:36,59,9
2025/04/03 11:15:33,2025-04-03,11:15:33,64,4
2025/04/03 11:20:37,2025-04-03,11:20:37,64,5
2025/04/03 11:25:42,2025-04-03,11:25:42,45,12
2025/04/03 11:32:31,2025-04-03,11:32:31,16,18
2025/04/03 11:35:30,2025-04-03,11:35:30,39,18
2025/04/03 11:40:24,2025-04-03,11:40:24,63,22
2025/04/03 11:45:39,2025-04-03,11:45:39,10,11
2025/04/03 11:50:33,2025-04-03,11:50:33,20,4
2025/04/03 11:55:26,2025-04-03,11:55:26,24,6
2025/04/03 12:00:42,2025-04-03,12:00:42,0,0
2025/04/03 12:05:42,2025-04-03,12:05:42,4,2
2025/04/03 12:10:42,2025-04-03,12:10:42,13,3
2025/04/03 12:15:29,2025-04-03,12:15:29,4,3
2025/04/03 12:20:32,2025-04-03,12:20:32,25,13
2025/04/03 12:25:30,2025-04-03,12:25:30,34,5
2025/04/03 12:32:44,2025-04-03,12:32:44,6,2
2025/04/03 12:35:42,2025-04-03,12:35:42,19,8
2025/04/03 12:40:29,2025-04-03,12:40:29,37,5
2025/04/03 12:45:32,2025-04-03,12:45:32,15,4
2025/04/03 12:50:25,2025-04-03,12:50:25,76,18
2025/04/03 12:55:36,2025-04-03,12:55:36,58,11
2025/04/03 13:02:25,2025-04-03,13:02:25,90,56
2025/04/03 13:05:24,2025-04-03,13:05:24,83,62
2025/04/03 13:10:24,2025-04-03,13:10:24,92,71
2025/04/03 13:15:24,2025-04-03,13:15:24,84,68
2025/04/03 13:20:24,2025-04-03,13:20:24,76,64
2025/04/03 13:25:24,2025-04-03,13:25:24,81,59
2025/04/03 13:32:26,2025-04-03,13:32:26,83,79
2025/04/03 13:35:24,2025-04-03,13:35:24,89,74
2025/04/03 13:40:24,2025-04-03,13:40:24,76,69
2025/04/03 13:45:24,2025-04-03,13:45:24,85,73
2025/04/03 13:50:24,2025-04-03,13:50:24,75,68
2025/04/03 13:55:24,2025-04-03,13:55:24,88,67
2025/04/03 14:02:26,2025-04-03,14:02:26,67,70
2025/04/03 14:05:24,2025-04-03,14:05:24,86,66
2025/04/03 14:10:24,2025-04-03,14:10:24,82,58
2025/04/03 14:15:24,2025-04-03,14:15:24,83,57
2025/04/03 14:20:23,2025-04-03,14:20:23,78,65
2025/04/03 14:25:24,2025-04-03,14:25:24,80,63
2025/04/03 14:32:26,2025-04-03,14:32:26,62,65
2025/04/03 14:35:24,2025-04-03,14:35:24,66,54
2025/04/03 14:40:24,2025-04-03,14:40:24,83,62
2025/04/03 14:45:36,2025-04-03,14:45:36,57,66
2025/04/03 14:50:24,2025-04-03,14:50:24,61,63
2025/04/03 14:55:23,2025-04-03,14:55:23,86,70
2025/04/03 15:02:26,2025-04-03,15:02:26,84,66
2025/04/03 15:05:24,2025-04-03,15:05:24,85,67
2025/04/03 15:10:27,2025-04-03,15:10:27,48,35
2025/04/03 15:15:24,2025-04-03,15:15:24,66,64
2025/04/03 15:20:24,2025-04-03,15:20:24,67,59
2025/04/03 15:25:36,2025-04-03,15:25:36,86,64
2025/04/03 15:32:25,2025-04-03,15:32:25,52,67
2025/04/03 15:35:24,2025-04-03,15:35:24,74,69
2025/04/03 15:40:23,2025-04-03,15:40:23,79,67
2025/04/03 15:45:24,2025-04-03,15:45:24,65,61
2025/04/03 15:50:24,2025-04-03,15:50:24,67,61
2025/04/03 15:55:26,2025-04-03,15:55:26,86,12
2025/04/03 16:02:26,2025-04-03,16:02:26,70,55
2025/04/03 16:05:35,2025-04-03,16:05:35,65,50
2025/04/03 16:10:24,2025-04-03,16:10:24,77,31
2025/04/03 16:15:25,2025-04-03,16:15:25,76,43
2025/04/03 16:20:27,2025-04-03,16:20:27,76,8
2025/04/03 16:25:24,2025-04-03,16:25:24,67,49
2025/04/03 16:32:26,2025-04-03,16:32:26,68,55
2025/04/03 16:35:31,2025-04-03,16:35:31,41,57
2025/04/03 16:40:24,2025-04-03,16:40:24,58,38
2025/04/03 16:45:25,2025-04-03,16:45:25,64,54
2025/04/03 16:50:24,2025-04-03,16:50:24,58,45
2025/04/03 16:55:24,2025-04-03,16:55:24,78,3
2025/04/03 17:02:26,2025-04-03,17:02:26,78,65
2025/04/03 17:05:23,2025-04-03,17:05:23,76,51
2025/04/03 17:10:24,2025-04-03,17:10:24,84,68
2025/04/03 17:15:35,2025-04-03,17:15:35,79,64
2025/04/03 17:20:57,2025-04-03,17:20:57,79,64
2025/04/03 17:25:24,2025-04-03,17:25:24,81,60
2025/04/03 17:32:25,2025-04-03,17:32:25,61,51
2025/04/03 17:35:24,2025-04-03,17:35:24,40,44
2025/04/03 17:40:36,2025-04-03,17:40:36,69,40
2025/04/03 17:45:35,2025-04-03,17:45:35,73,34
2025/04/03 17:50:36,2025-04-03,17:50:36,69,37
2025/04/03 17:55:24,2025-04-03,17:55:24,43,18
2025/04/03 18:02:26,2025-04-03,18:02:26,53,48
2025/04/03 18:05:29,2025-04-03,18:05:29,2,2
2025/04/03 18:10:36,2025-04-03,18:10:36,52,37
2025/04/03 18:15:35,2025-04-03,18:15:35,70,30
2025/04/03 18:20:24,2025-04-03,18:20:24,62,45
2025/04/03 18:25:24,2025-04-03,18:25:24,70,46
2025/04/03 18:32:26,2025-04-03,18:32:26,64,46
2025/04/03 18:35:24,2025-04-03,18:35:24,59,53
2025/04/03 18:40:39,2025-04-03,18:40:39,29,1
2025/04/03 18:45:24,2025-04-03,18:45:24,72,53
2025/04/03 18:50:25,2025-04-03,18:50:25,69,45
2025/04/03 18:55:37,2025-04-03,18:55:37,49,35
2025/04/03 19:02:38,2025-04-03,19:02:38,74,60
2025/04/03 19:05:24,2025-04-03,19:05:24,42,55
2025/04/03 19:10:24,2025-04-03,19:10:24,57,53
2025/04/03 19:15:26,2025-04-03,19:15:26,62,53
2025/04/03 19:20:24,2025-04-03,19:20:24,83,55
2025/04/03 19:25:35,2025-04-03,19:25:35,45,56
2025/04/03 19:32:27,2025-04-03,19:32:27,68,45
2025/04/03 19:35:24,2025-04-03,19:35:24,68,58
2025/04/03 19:40:24,2025-04-03,19:40:24,68,62
2025/04/03 19:45:24,2025-04-03,19:45:24,75,47
2025/04/03 19:50:23,2025-04-03,19:50:23,73,49
2025/04/03 19:55:33,2025-04-03,19:55:33,47,10
2025/04/03 20:03:13,2025-04-03,20:03:13,25,4
2025/04/03 20:05:28,2025-04-03,20:05:28,26,9
2025/04/03 20:10:50,2025-04-03,20:10:50,7,1
2025/04/03 20:15:30,2025-04-03,20:15:30,4,12
2025/04/03 20:20:44,2025-04-03,20:20:44,1,5
2025/04/03 20:25:45,2025-04-03,20:25:45,9,6
2025/04/03 20:30:40,2025-04-03,20:30:40,17,7
2025/04/03 20:35:28,2025-04-03,20:35:28,20,5
2025/04/03 20:42:37,2025-04-03,20:42:37,28,12
2025/04/03 20:45:44,2025-04-03,20:45:44,3,14
2025/04/03 20:50:44,2025-04-03,20:50:44,8,2
2025/04/03 20:55:27,2025-04-03,20:55:27,10,26
2025/04/03 21:02:31,2025-04-03,21:02:31,9,5
2025/04/03 21:05:42,2025-04-03,21:05:42,15,6
2025/04/03 21:10:28,2025-04-03,21:10:28,13,7
2025/04/03 21:16:31,2025-04-03,21:16:31,3,9
2025/04/03 21:21:01,2025-04-03,21:21:01,1,2
2025/04/03 21:25:28,2025-04-03,21:25:28,11,12
2025/04/03 21:33:04,2025-04-03,21:33:04,8,1
2025/04/03 21:36:04,2025-04-03,21:36:04,0,0
2025/04/03 21:40:54,2025-04-03,21:40:54,9,3
2025/04/03 21:46:03,2025-04-03,21:46:03,16,7
2025/04/03 21:50:48,2025-04-03,21:50:48,17,20
2025/04/03 21:55:48,2025-04-03,21:55:48,2,2
2025/04/03 22:02:40,2025-04-03,22:02:40,11,1
2025/04/03 22:05:26,2025-04-03,22:05:26,31,12
2025/04/03 22:10:26,2025-04-03,22:10:26,45,9
2025/04/03 22:15:26,2025-04-03,22:15:26,18,16
2025/04/03 22:20:35,2025-04-03,22:20:35,3,11
2025/04/03 22:25:27,2025-04-03,22:25:27,38,19
2025/04/03 22:32:28,2025-04-03,22:32:28,2,13
2025/04/03 22:35:26,2025-04-03,22:35:26,10,40
2025/04/03 22:40:34,2025-04-03,22:40:34,32,14
2025/04/03 22:45:26,2025-04-03,22:45:26,30,2
2025/04/03 22:50:25,2025-04-03,22:50:25,63,36
2025/04/03 22:55:24,2025-04-03,22:55:24,42,29
2025/04/03 23:02:31,2025-04-03,23:02:31,37,18
2025/04/03 23:05:31,2025-04-03,23:05:31,38,16
2025/04/03 23:10:30,2025-04-03,23:10:30,60,9
2025/04/03 23:15:28,2025-04-03,23:15:28,20,10
2025/04/03 23:20:25,2025-04-03,23:20:25,27,29
2025/04/03 23:25:28,2025-04-03,23:25:28,36,12
2025/04/03 23:32:26,2025-04-03,23:32:26,69,61
2025/04/03 23:35:24,2025-04-03,23:35:24,70,57
2025/04/03 23:40:24,2025-04-03,23:40:24,51,54
2025/04/03 23:45:24,2025-04-03,23:45:24,53,28
2025/04/03 23:50:24,2025-04-03,23:50:24,76,64
2025/04/03 23:55:24,2025-04-03,23:55:24,77,56
2025/04/04 00:02:25,2025-04-04,00:02:25,80,67
2025/04/04 00:05:24,2025-04-04,00:05:24,80,46
2025/04/04 00:10:24,2025-04-04,00:10:24,54,56
2025/04/04 00:15:24,2025-04-04,00:15:24,86,67
2025/04/04 00:20:24,2025-04-04,00:20:24,77,66
2025/04/04 00:25:23,2025-04-04,00:25:23,80,73
2025/04/04 00:32:26,2025-04-04,00:32:26,75,73
2025/04/04 00:35:24,2025-04-04,00:35:24,79,65
2025/04/04 00:40:23,2025-04-04,00:40:23,64,37
2025/04/04 00:45:24,2025-04-04,00:45:24,65,74
2025/04/04 00:50:42,2025-04-04,00:50:42,82,63
2025/04/04 00:55:24,2025-04-04,00:55:24,65,50
2025/04/04 01:02:25,2025-04-04,01:02:25,81,68
2025/04/04 01:05:24,2025-04-04,01:05:24,77,70
2025/04/04 01:10:24,2025-04-04,01:10:24,81,73
2025/04/04 01:15:25,2025-04-04,01:15:25,44,63
2025/04/04 01:20:23,2025-04-04,01:20:23,85,67
2025/04/04 01:25:24,2025-04-04,01:25:24,83,73
2025/04/04 01:32:25,2025-04-04,01:32:25,75,76
2025/04/04 01:35:24,2025-04-04,01:35:24,86,71
2025/04/04 01:40:24,2025-04-04,01:40:24,80,77
2025/04/04 01:45:24,2025-04-04,01:45:24,62,75
2025/04/04 01:50:24,2025-04-04,01:50:24,85,72
2025/04/04 01:55:23,2025-04-04,01:55:23,77,78
2025/04/04 02:02:26,2025-04-04,02:02:26,53,31
2025/04/04 02:05:24,2025-04-04,02:05:24,74,74
2025/04/04 02:10:24,2025-04-04,02:10:24,77,73
2025/04/04 02:15:24,2025-04-04,02:15:24,68,68
2025/04/04 02:20:24,2025-04-04,02:20:24,81,72
2025/04/04 02:25:23,2025-04-04,02:25:23,69,64
2025/04/04 02:32:26,2025-04-04,02:32:26,70,43
2025/04/04 02:35:24,2025-04-04,02:35:24,81,73
2025/04/04 02:40:24,2025-04-04,02:40:24,80,67
2025/04/04 02:45:24,2025-04-04,02:45:24,81,61
2025/04/04 02:50:24,2025-04-04,02:50:24,77,72
2025/04/04 02:55:24,2025-04-04,02:55:24,79,58
2025/04/04 03:02:27,2025-04-04,03:02:27,36,66
2025/04/04 03:05:24,2025-04-04,03:05:24,73,68
2025/04/04 03:10:24,2025-04-04,03:10:24,77,71
2025/04/04 03:15:25,2025-04-04,03:15:25,74,66
2025/04/04 03:20:24,2025-04-04,03:20:24,61,67
2025/04/04 03:25:25,2025-04-04,03:25:25,27,67
2025/04/04 03:32:26,2025-04-04,03:32:26,77,66
2025/04/04 03:35:24,2025-04-04,03:35:24,82,69
2025/04/04 03:40:24,2025-04-04,03:40:24,84,73
2025/04/04 03:45:24,2025-04-04,03:45:24,80,72
2025/04/04 03:50:24,2025-04-04,03:50:24,84,70
2025/04/04 03:55:23,2025-04-04,03:55:23,57,68
2025/04/04 04:02:26,2025-04-04,04:02:26,77,69
2025/04/04 04:05:23,2025-04-04,04:05:23,75,60
2025/04/04 04:10:24,2025-04-04,04:10:24,78,70
2025/04/04 04:15:24,2025-04-04,04:15:24,59,68
2025/04/04 04:20:24,2025-04-04,04:20:24,57,65
2025/04/04 04:25:24,2025-04-04,04:25:24,61,64
2025/04/04 04:32:26,2025-04-04,04:32:26,75,69
2025/04/04 04:35:24,2025-04-04,04:35:24,84,71
2025/04/04 04:40:24,2025-04-04,04:40:24,81,76
2025/04/04 04:45:26,2025-04-04,04:45:26,2,80
2025/04/04 04:50:24,2025-04-04,04:50:24,65,74
2025/04/04 04:55:24,2025-04-04,04:55:24,32,73
2025/04/04 05:02:25,2025-04-04,05:02:25,78,64
2025/04/04 05:05:24,2025-04-04,05:05:24,80,67
2025/04/04 05:10:24,2025-04-04,05:10:24,83,25
2025/04/04 05:15:24,2025-04-04,05:15:24,81,75
2025/04/04 05:20:24,2025-04-04,05:20:24,83,74
2025/04/04 05:25:24,2025-04-04,05:25:24,77,74
2025/04/04 05:32:25,2025-04-04,05:32:25,84,72
2025/04/04 05:35:35,2025-04-04,05:35:35,80,67
2025/04/04 05:40:24,2025-04-04,05:40:24,86,44
2025/04/04 05:45:24,2025-04-04,05:45:24,83,73
2025/04/04 05:50:25,2025-04-04,05:50:25,82,68
2025/04/04 05:55:24,2025-04-04,05:55:24,85,69
2025/04/04 06:02:26,2025-04-04,06:02:26,85,68
2025/04/04 06:05:34,2025-04-04,06:05:34,41,45
2025/04/04 06:10:24,2025-04-04,06:10:24,81,71
2025/04/04 06:15:24,2025-04-04,06:15:24,92,74
2025/04/04 06:20:35,2025-04-04,06:20:35,84,71
2025/04/04 06:25:24,2025-04-04,06:25:24,87,72
2025/04/04 06:32:26,2025-04-04,06:32:26,59,57
2025/04/04 06:35:33,2025-04-04,06:35:33,55,6
2025/04/04 06:40:25,2025-04-04,06:40:25,36,17
2025/04/04 06:45:26,2025-04-04,06:45:26,64,31
2025/04/04 06:50:37,2025-04-04,06:50:37,43,19
2025/04/04 06:55:27,2025-04-04,06:55:27,32,56
2025/04/04 07:02:26,2025-04-04,07:02:26,82,70
2025/04/04 07:05:24,2025-04-04,07:05:24,67,67
2025/04/04 07:10:28,2025-04-04,07:10:28,48,73
2025/04/04 07:15:24,2025-04-04,07:15:24,86,69
2025/04/04 07:20:24,2025-04-04,07:20:24,55,60
2025/04/04 07:25:25,2025-04-04,07:25:25,73,74
2025/04/04 07:32:26,2025-04-04,07:32:26,80,65
2025/04/04 07:35:24,2025-04-04,07:35:24,82,54
2025/04/04 07:40:24,2025-04-04,07:40:24,81,61
2025/04/04 07:45:24,2025-04-04,07:45:24,86,68
2025/04/04 07:50:24,2025-04-04,07:50:24,66,43
2025/04/04 07:55:24,2025-04-04,07:55:24,69,56
2025/04/04 08:02:26,2025-04-04,08:02:26,74,50
2025/04/04 08:05:24,2025-04-04,08:05:24,74,32
2025/04/04 08:11:05,2025-04-04,08:11:05,77,70
2025/04/04 08:15:54,2025-04-04,08:15:54,76,68
2025/04/04 08:20:54,2025-04-04,08:20:54,60,69
2025/04/04 08:25:54,2025-04-04,08:25:54,72,72
2025/04/04 08:32:55,2025-04-04,08:32:55,81,65
2025/04/04 08:35:54,2025-04-04,08:35:54,81,63
2025/04/04 08:40:54,2025-04-04,08:40:54,86,64
2025/04/04 08:45:53,2025-04-04,08:45:53,84,68
2025/04/04 08:50:54,2025-04-04,08:50:54,82,65
2025/04/04 08:55:54,2025-04-04,08:55:54,85,68
2025/04/04 09:02:55,2025-04-04,09:02:55,93,67
2025/04/04 09:06:05,2025-04-04,09:06:05,55,63
2025/04/04 09:10:53,2025-04-04,09:10:53,89,60
2025/04/04 09:15:54,2025-04-04,09:15:54,57,58
2025/04/04 09:21:17,2025-04-04,09:21:17,6,1
2025/04/04 09:26:46,2025-04-04,09:26:46,14,8
2025/04/04 09:33:25,2025-04-04,09:33:25,30,17
2025/04/04 09:35:55,2025-04-04,09:35:55,86,73
2025/04/04 09:40:54,2025-04-04,09:40:54,71,63
2025/04/04 09:45:54,2025-04-04,09:45:54,70,66
2025/04/04 09:50:54,2025-04-04,09:50:54,72,54
2025/04/04 09:55:54,2025-04-04,09:55:54,81,59
2025/04/04 10:02:55,2025-04-04,10:02:55,63,58
2025/04/04 10:05:55,2025-04-04,10:05:55,85,59
2025/04/04 10:10:55,2025-04-04,10:10:55,82,64
2025/04/04 10:16:04,2025-04-04,10:16:04,32,67
2025/04/04 10:20:54,2025-04-04,10:20:54,55,60
2025/04/04 10:25:54,2025-04-04,10:25:54,57,65
2025/04/04 10:32:56,2025-04-04,10:32:56,69,71
2025/04/04 10:35:54,2025-04-04,10:35:54,70,67
2025/04/04 10:40:54,2025-04-04,10:40:54,64,51
2025/04/04 10:45:54,2025-04-04,10:45:54,75,64
2025/04/04 10:50:54,2025-04-04,10:50:54,58,41
2025/04/04 10:55:54,2025-04-04,10:55:54,78,54
2025/04/04 11:03:07,2025-04-04,11:03:07,53,62
2025/04/04 11:05:54,2025-04-04,11:05:54,60,73
2025/04/04 11:10:25,2025-04-04,11:10:25,77,66
2025/04/04 11:15:24,2025-04-04,11:15:24,73,64
2025/04/04 11:20:24,2025-04-04,11:20:24,76,65
2025/04/04 11:25:24,2025-04-04,11:25:24,56,64
2025/04/04 11:32:26,2025-04-04,11:32:26,82,60
2025/04/04 11:35:24,2025-04-04,11:35:24,63,48
2025/04/04 11:40:24,2025-04-04,11:40:24,77,48
2025/04/04 11:45:26,2025-04-04,11:45:26,78,58
2025/04/04 11:50:24,2025-04-04,11:50:24,50,50
2025/04/04 11:55:23,2025-04-04,11:55:23,62,49
2025/04/04 12:02:26,2025-04-04,12:02:26,74,63
2025/04/04 12:05:25,2025-04-04,12:05:25,62,48
2025/04/04 12:10:26,2025-04-04,12:10:26,54,39
2025/04/04 12:15:24,2025-04-04,12:15:24,64,47
2025/04/04 12:20:24,2025-04-04,12:20:24,57,20
2025/04/04 12:25:25,2025-04-04,12:25:25,54,26
2025/04/04 12:32:26,2025-04-04,12:32:26,14,19
2025/04/04 12:35:24,2025-04-04,12:35:24,64,44
2025/04/04 12:40:24,2025-04-04,12:40:24,60,46
2025/04/04 12:45:24,2025-04-04,12:45:24,73,45
2025/04/04 12:50:25,2025-04-04,12:50:25,80,51
2025/04/04 12:55:24,2025-04-04,12:55:24,77,53
2025/04/04 13:02:25,2025-04-04,13:02:25,88,70
2025/04/04 13:05:24,2025-04-04,13:05:24,90,70
2025/04/04 13:10:24,2025-04-04,13:10:24,70,77
2025/04/04 13:15:24,2025-04-04,13:15:24,91,65
2025/04/04 13:20:24,2025-04-04,13:20:24,55,77
2025/04/04 13:25:24,2025-04-04,13:25:24,62,72
2025/04/04 13:32:25,2025-04-04,13:32:25,85,54
2025/04/04 13:35:24,2025-04-04,13:35:24,87,74
2025/04/04 13:40:24,2025-04-04,13:40:24,80,72
2025/04/04 13:45:24,2025-04-04,13:45:24,88,70
2025/04/04 13:50:23,2025-04-04,13:50:23,92,80
2025/04/04 13:55:24,2025-04-04,13:55:24,72,72
2025/04/04 14:02:26,2025-04-04,14:02:26,79,72
2025/04/04 14:05:24,2025-04-04,14:05:24,78,64
2025/04/04 14:10:24,2025-04-04,14:10:24,80,68
2025/04/04 14:15:23,2025-04-04,14:15:23,82,70
2025/04/04 14:20:24,2025-04-04,14:20:24,71,54
2025/04/04 14:25:23,2025-04-04,14:25:23,67,73
2025/04/04 14:32:26,2025-04-04,14:32:26,73,69
2025/04/04 14:35:24,2025-04-04,14:35:24,85,73
2025/04/04 14:40:24,2025-04-04,14:40:24,81,72
2025/04/04 14:45:23,2025-04-04,14:45:23,84,68
